Data,Da,Account IG,Nome,Comune,Segmento,Tipo,Lista
2026-09-12,Patrick Sappa,@milanorestauriecosostenibile,Milano Restauri,Milano (MI),Edilizia e materiali,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@milanoserramenti,Milano Serramenti,Milano (MI),Serramenti e infissi,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@monster_style_seregno,Monster Style,Seregno (MB),Parrucchieri,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@monzaevoluzione,Monza Evoluzione,Monza (MB),Autofficina,primo,2026-09-11-instagram-ricerca-mb-va-co.csv
2026-09-12,Patrick Sappa,@monzaserramenti,Monza Serramenti,Monza (MB),Serramenti e infissi,primo,2026-09-11-instagram-ricerca-mb-va-co.csv
2026-09-12,Patrick Sappa,@movementmonza,Movement,Monza (MB),Studio di ginnastica e pilates,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@mvserramenti,MV Serramenti,Gorlago (BG),Serramenti e infissi,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@nails_by_xhesi_.barlassina,Nails by Xhesi,Barlassina (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@nailsandbeautygiada,Nails and Beauty Giada,Legnano (MI),Nail,primo,2026-09-12-instagram-siti-milano.csv
2026-09-12,Patrick Sappa,@nailsmeda,Meda Nails,Meda (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@palestracityfit,Cityfit,Lissone (MB),Palestra,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@palestraenergydesio,Energy Desio,Desio (MB),Palestra,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@palestrapegasolissone,Palestra Pegaso,Lissone (MB),Palestra,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@parrucchiere_leo_varedo,Parrucchiere Leo,Varedo (MB),Parrucchieri,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@pasticceria_bona_monza,Pasticceria Bona,Monza (MB),Pasticceria e caffetteria,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@pasticceria_lievito_monza,Pasticceria Lievito,Monza (MB),Pasticceria,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@pasticceriabresciadue,Pasticceria Bresciadue,Brescia (BS),Pasticceria con laboratorio,primo,2026-09-12-instagram-denkishift-lombardia.csv
2026-09-12,Patrick Sappa,@pasticceriadolci_lissone,Pasticceria Dolci,Lissone (MB),Pasticceria con catering,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@pasticceriaoscarbergamo,Pasticceria Oscar,Stezzano (BG),Pasticceria e gelateria,primo,2026-09-12-instagram-denkishift-lombardia.csv
2026-09-12,Patrick Sappa,@pasticceriapasserinilissone,Pasticceria Passerini,Lissone (MB),Pasticceria con più sedi,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@pizzeria.lafontana_monza,Pizzeria La Fontana,Monza (MB),Pizzeria,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@pizzeriadaaldoseregno,Pizzeria Da Aldo,Seregno (MB),Pizzeria,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@pizzeriadelcentromonza,Pizzeria del Centro,Monza (MB),Pizzeria,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@pizzeriaveliero,Pizzeria Veliero,Desio (MB),Pizzeria,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@prestigenailsandbeautybar,Prestige Nails and Beauty Bar,Sesto San Giovanni (MI),Nail,primo,2026-09-12-instagram-siti-milano.csv
2026-09-12,Patrick Sappa,@puracute,Puracute,Seregno (MB),Parrucchiere tricologo,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@revolution.concorezzo,Revolution Parrucchiere,Concorezzo (MB),Parrucchieri,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@rimag_official,RIMAG Serramenti,Bergamo (BG),Serramenti e infissi,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@ristorante.alcapolinea,Al Capolinea,Cantù (CO),Ristorante pizzeria,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@ristorante_forchettone,Ristorante Forchettone,Brescia (BS),Ristorante,primo,2026-09-12-instagram-denkishift-lombardia.csv
2026-09-12,Patrick Sappa,@ristorante_lestagioni,Ristorante Le Stagioni,Orio al Serio (BG),Ristorante,primo,2026-09-12-instagram-denkishift-lombardia.csv
2026-09-12,Patrick Sappa,@ristorante_marienplatz,Marienplatz,Vimercate (MB),Ristorante birreria,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@ristorantevillareale_monza,Ristorante Villa Reale,Monza (MB),Ristorante,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@roox.nails_,Roox Nails,Seregno (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@rosa.bottonenails,Rosa Bottone Onicotecnica,Milano (MI),Nail,primo,2026-09-12-instagram-siti-milano.csv
2026-09-12,Patrick Sappa,@rosser.serramenti.cremona,Rosser Serramenti,Cremona (CR),Serramenti e infissi,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@rotabiasetti,RotaBiasetti,Bergamo (BG),Panificio e pasticceria,primo,2026-09-12-instagram-denkishift-lombardia.csv
2026-09-12,Patrick Sappa,@rs_serramenti_group,RS Serramenti,Rovato (BS),Serramenti e infissi,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@sb.nails3112,SB Nails & Beauty Room,Brugherio (MB),Nail e estetica,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@serena.nailslab,Serena Di Bari Nail Artist,Milano (MI),Nail,primo,2026-09-12-instagram-siti-milano.csv
2026-09-12,Patrick Sappa,@seta_monza,Seta Monza,Monza (MB),Ristorante e pizzeria,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@sgmanagementmilano,SG Management,Milano (MI),Logistica e magazzini,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@skinharmonybymelania,Skin Harmony by Melania,Desio (MB),Estetica avanzata,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@societatrasportibergamo,Società Trasporti Bergamo,Lallio (BG),Trasporti,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@softnails.studio,Soft Nails Studio,Milano (MI),Nail,primo,2026-09-12-instagram-siti-milano.csv
2026-09-12,Patrick Sappa,@tecnal_serramenti_pavia,Tecnal Serramenti,Pavia (PV),Serramenti e infissi,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@trasporti_bresciani,Trasporti Bresciani,Brescia (BS),Trasporti,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@trasportisemplicipavia,Trasporti Semplici,Pavia (PV),Trasporti,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@tronchinails,Martina Tronconi Unghie,Milano (MI),Nail,primo,2026-09-12-instagram-siti-milano.csv
2026-09-12,Patrick Sappa,@unico_cantu,Unico Cantù,Cantù (CO),Ristorante e lounge bar,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@valentinamandala_nails,Valentina Mandala Nails,Nova Milanese (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@veronailsnailartstudio,Veronails,Seregno (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@vics.nailss,Vics Nails,Lentate sul Seveso (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@vigevanotrasportisrl,Vigevano Trasporti,Vigevano (PV),Trasporti,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@viscontafitness,Visconta Fitness,Monza (MB),Palestra e boxe,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@viviildolce,Vivi il Dolce,Desio (MB),Pasticceria,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-13,Patrick Sappa,@_cormano_soccorso_onlus_,Cooperativa Sociale Cormano Soccorso ONLUS,Cusano Milanino (MI),Soccorso e ambulanze,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@_iozzi_marta_,Marta Iozzi Lash e Nail,Desenzano del Garda (BS),Nail e ciglia,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@_nailsbyfrances_,Nails by Frances,Desenzano del Garda (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@abiciditipografia,ABiCiDi,Milano (MI),Tipografia,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@aestheticdesigndesenzano,Aesthetic Design Studio Estetico,Desenzano del Garda (BS),Nail e ciglia,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@alessiacadei_pmu,Alessia Cadei PMU,Brescia (BS),PMU,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@anna_ciglia_brescia,Anna Trucco Permanente ed Extension,Brescia (BS),PMU e ciglia,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@armagnimilano,Pasticceria Panetteria Armagni,Milano (MI),Panificio con laboratorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@asiab_lashmaker,Asia B Lash Maker,Brescia (BS),Ciglia,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@autolavaggioadomiciliobrescia,Autolavaggio a Domicilio Brescia,Brescia (BS),Autolavaggio,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@autolavaggiolineatest_milano,Autolavaggio Linea Test Srl,Milano (MI),Autolavaggio,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@azienda_agricola_bergamo,Azienda Agricola Bergamo,Bergamo (BG),Azienda agricola,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@aziendaagricolamantovani,Azienda Agricola Mantovani,San Giovanni del Dosso (MN),Azienda agricola,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@basesana.official,Basesana Poliambulatorio,Milano (MI),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@bclean_brescia,B-CLEAN Impresa di pulizie,Brescia (BS),Impresa di pulizie,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@beautyewaxbrescia,Beauty e Wax,Brescia (BS),Estetica,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@bergamo_sanita,Centro Medico Bergamo Sanità,Nembro (BG),Centro medico e casa di riposo,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@bossbarberbrescia,Boss Barber Brescia,Brescia (BS),Barber,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@brescia_unghie,Brescia Unghie,Brescia (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@brescianifabbro,Bresciani Fabbro,Milano (MI),Fabbro,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@brows_nails_it,Nail Artist Darfo,Darfo Boario Terme (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@camynailsmontichiari,Camy Shine Nails,Montichiari (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@capriolo_istpalazzolo,Istituto Palazzolo - Casa di Capriolo,Capriolo (BS),Comunita' educativa,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@carpenteria.milano,Carpenteria Milano,Milano (MI),Carpenteria,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@carpenteria_metallica_rubini,Carpenteria Metallica Rubini,Barbata (BG),Carpenteria,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@casamedicabg,CasaMedica Centro Medico Bergamo,Bergamo (BG),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@cdsvarese,CDS Centro Medico Dentistico,Varese (VA),Studio dentistico,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@celli.nails.desenzano,Celeste De Pieri Nail Artist,Desenzano del Garda (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@centro_estetico_diamante_blu,Diamante Blu di Giovanna Gipponi,Brescia (BS),Estetica avanzata,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@centroradiologiaefisioterapia,Struttura medica polispecialistica,Gorle (BG),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@centrosanitariosangiovanni,Poliambulatorio San Giovanni,Brescia (BS),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@citylifeinstitute,City Life Institute,Milano (MI),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@cl_ristrutturazioni_milano,CL Ristrutturazioni,Milano (MI),Ristrutturazioni,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@classika_estetista,Classika Estetista,Brescia (BS),Estetica e nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@coesacoopsoc,Cooperativa Sociale Coesa,Milano (MI),Cooperativa sociale,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@cooperativamiledu,Miledù impresa sociale,Como (CO),Cooperativa sociale,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@coopleonardocomo,Cooperativa Sociale Leonardo,Como (CO),Cooperativa sociale,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@dabonails,Dabo Nails,Rovato (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@dacciuntaglio_brescia,Dacci un Taglio,Brescia (BS),Parrucchieri,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@damian_roxana92,Roxana Unghie Desenzano,Desenzano del Garda (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@denisazbranca,Denisa Nails,Lumezzane (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@dianails_brescia,Diana Brescia Unghie,Brescia (BS),Nail e PMU,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@doppiainvidiabrescia,Doppia Invidia Centro Estetico,Brescia (BS),Estetica e nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@dpa_architect,DPA Davide Panzeri Architetto,Lecco (LC),Studio di architettura,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@edil_carboni_brescia,Ristrutturazioni Carboni,Brescia (BS),Ristrutturazioni,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@extension_ciglia_brescia_,Ciglia Brescia,Brescia (BS),Ciglia,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@extensionciglia_k_brescia,Cristina Chistol Extension Ciglia,Brescia (BS),Ciglia,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@fabbro_bergamo,Fabbro Bergamo,Fino Mornasco (CO),Fabbro,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@fargo.centro.medico,FARGO Centro Medico,Varese (VA),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@findpartssrl,Find Parts SRL,Cagno (CO),Ricambi auto,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@flowernails.mazzano,Flower Nails,Mazzano (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@fondazione_honegger_rsa_onlus,Fondazione Honegger RSA,Albino (BG),RSA,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@fondazione_rosadeiventi_onlus,Fondazione RosaDeiVenti ONLUS,Como (CO),Comunita' minori,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@fondazione_rsa_nembro_onlus,Fondazione RSA Casa Riposo Nembro ONLUS,Nembro (BG),RSA,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@fondazionemadonnadelboldesico,Casa di riposo Madonna del Boldesico ETS,Grumello del Monte (BG),RSA,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@frigeriogomme_susa,Frigerio Gomme,Milano (MI),Gommista,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@giorgia.beautystudio,Giorgia Beauty Studio,Brescia (BS),Estetica avanzata,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@glab.milano,G Lab Milano,Milano (MI),Arredamento su misura,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@griffe.nails,GRIFFE Salone e Corsi Unghie,Brescia (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@gz_impresa_edile,GZ Srl,Como (CO),Impresa edile,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@hrm_ristrutturazioni,HRM Ristrutturazioni,Bergamo (BG),Ristrutturazioni,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@idraulico_fabbro_milano_,Fabbro Idraulico Milano Monza,Milano (MI),Idraulica e fabbro,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@ilcalabronebrescia,Il Calabrone cooperativa sociale ETS,Brescia (BS),Cooperativa sociale,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@istituto_biomedico_italiano,Istituto Biomedico Italiano,Pavia (PV),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@italwood_milano,Italwood Parquet,Cormano (MI),Parquet e forniture,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@j.olga_brescia,J.OLGA Parrucchieri,Brescia (BS),Parrucchieri,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@jessica_taiola_nails,Jessica Nails,Lumezzane (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@koinecoopsociale,Koinè cooperativa sociale,Novate Milanese (MI),Cooperativa sociale e asili nido,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@la_tipografia_group_brescia,La Tipografia Group,Brescia (BS),Tipografia,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@lacascinadesenzano,Cooperativa Sociale La Cascina,Desenzano del Garda (BS),Cooperativa sociale,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@lashmaker._brescia,Marina Lashmaker,Brescia (BS),Ciglia,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@laurafranzoni_lashmaker,Laura Franzoni Lash Maker,Brescia (BS),Ciglia,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@ldds.disinfestazioni,LDDS Disinfestazioni,Lumezzane (BS),Disinfestazione,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@ledaclinic.bergamo,Leda Clinic,Bergamo (BG),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@legnopiu_brescia,Legno Piu Infissi,Concesio (BS),Infissi,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@lissana.panificiomilano,Panificio Lissana,Milano (MI),Panificio con laboratorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@loretoprint,Loreto Print,Milano (MI),Tipografia,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@martinanailsboutiqueeacademy,Martina Nails Boutique e Academy,Brescia (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@mary_permanente,Mary Trucco Permanente,Brescia (BS),PMU e tattoo,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@marye_tattoo,MARYE PMU e Fine Line Tattoo,Rezzato (BS),PMU e tattoo,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@metacoopmonza,META Cooperativa Sociale,Monza (MB),Cooperativa sociale,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@milano_impresa_di_pulizie,Milano Multi Servizi,Milano (MI),Impresa di pulizie,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@milanoparquetsrl,Milano Parquet,Buccinasco (MI),Parquet,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@missorimedicalcenter_mi,Missori Medical Center,Milano (MI),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@mologni_ferrobattuto,Mologni SNC,Nembro (BG),Fabbro e carpenteria,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@nadia_ohmynails,Nadia Natural Nail Artist,Brescia (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@naif_passirano,Naif Centro Estetico,Passirano (BS),Estetica avanzata,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@nails.by.miicaela,Micaela Pizzi Unghie,Brescia (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@nails.robyy,Roberta Nail Artist,Brescia (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@nails_art_by_pinkploy,Nails Art by Pinkploy,Brescia (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@nails_brescia,Brescia Nails tecnica ucraina,Brescia (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@nailsbyaaurora,Aurora Nails,Brescia (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@nailsbysara2.0,Sara Nails Lumezzane,Lumezzane (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@nataliia_pmu_brescia,Natalia Cojocaru Dermopigmentista,Brescia (BS),PMU,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@palomagardone,Paloma Gardone Nail Design,Gardone Val Trompia (BS),Nail,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@pancecco,Panificio Pancecco,Desio (MB),Panificio con laboratorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@panificio.vita,Panificio Vita,Milano (MI),Panificio con laboratorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@panificio_brescianini,Panificio e Caffetteria Brescianini,Brescia (BS),Panificio con laboratorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@panificio_lorusso_varese,Panificio Pasticceria Lorusso,Varese (VA),Panificio con laboratorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@panificio_testa_treviglio,Panificio Testa,Treviglio (BG),Panificio con laboratorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@panificiocomotti,Comotti Dolci e Caffé,Bolgare (BG),Panificio con laboratorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@panificiofrusconi,Panificio Frusconi,Milano (MI),Panificio e catering,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@panificiolongonicarate,Panificio Fratelli Longoni,Carate Brianza (MB),Panificio con laboratorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@panificiomarini,Panificio Marini,Brescia (BS),Panificio con laboratorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@panificiopasticceriamaffia,Maffia Pane e Pasticceria,Olgiate Comasco (CO),Panificio con laboratorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@parquetspecialistmilano,Parquet Specialist Milano,Milano (MI),Parquet,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@parrucchierebrescia,FE HAIR,Brescia (BS),Parrucchieri,primo,2026-09-13-instagram-siti-brescia.csv
2026-09-13,Patrick Sappa,@pavimenti_resina_milano,Pavimenti in Resina Milano,Milano (MI),Pavimenti in resina,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@pawashbergamo,PA WASH Bergamo,Bergamo (BG),Autolavaggio,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@pentamultiservice__srl,Pentamultiservice Srl,Milano (MI),Ristrutturazioni,primo,2026-09-13-instagram-ricerca-lombardia.csv
2026-09-13,Patrick Sappa,@podomedicalcenter,Podo Medical Center,Bergamo (BG),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@poliambulatorio_iris_bergamo,Poliambulatorio IRIS,Bergamo (BG),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@poliambulatorio_takecare,Poliambulatorio Take Care,Milano (MI),Poliambulatorio,primo,2026-09-13-instagram-denkishift-lombardia.csv
2026-09-13,Patrick Sappa,@poliambulatoriorehabilita,Centro Rehabilita,Brescia (BS),Poliambulatorio e riabilitazione,primo,2026-09-13-instagram-denkishift-lombardia.csv
